player,player_id,position,team_name,player_game_count,assists,batted_passes,catch_rate,declined_penalties,forced_fumbles,franchise_id,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,interceptions,longest,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,sacks,snap_counts_box,snap_counts_corner,snap_counts_coverage,snap_counts_defense,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,snap_counts_fs,snap_counts_offball,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_slot,stops,tackles,targets,total_pressures,touchdowns,yards,yards_after_catch,yards_per_reception
David Amerson,7832,CB,ARZ,6,1,0,52.4,0,0,1,58.2,58.3,81.8,52,58.4,70.6,0,1,1,37,4.5,1,1,1,65,11,0,47,220,160,293,0,0,0,0,0,9,293,2,131,17,8,20,21,1,1,117,26,10.6
Jamie Collins Sr.,7833,LB,CLV,16,20,0,87.9,0,1,8,59.8,61.2,59,60.7,62.5,44,3,8,1,30,16.5,20,2,2,95.3,51,4,702,11,512,1067,255,0,0,255,0,6,812,140,415,93,47,81,58,15,0,498,302,9.8
Margus Hunt,7834,DI,IND,17,7,2,,0,1,14,56.5,70.5,35.8,61.8,81.3,39.2,3,21,0,,13.5,5,0,6,0,0,4,1,0,9,838,836,66,569,57,144,0,2,530,299,0,28,25,0,28,0,0,0,
Jamar Taylor,7835,CB,DEN,12,2,0,81.5,2,1,10,39.4,43.5,0,60,74.9,57.5,0,0,0,57,17.4,4,1,5,131.1,22,0,36,250,171,305,5,0,0,5,0,4,300,1,133,10,1,17,27,0,1,376,96,17.1
D.J. Swearinger Sr.,7838,S,ARZ,15,5,0,62.2,0,3,1,79.5,79.3,65.5,93.1,64.6,60.1,1,3,4,46,14.8,9,5,2,67.1,28,2,318,13,582,961,39,0,0,39,0,387,922,25,354,204,19,47,45,6,2,382,207,13.6
Robert Alford,7841,CB,ATL,15,5,0,68.9,4,0,2,53.1,56.6,68.5,81.7,70.9,62.8,0,0,0,58,11.9,7,11,12,138.9,51,0,39,856,599,959,9,0,0,9,0,1,950,2,358,53,8,47,74,0,7,849,283,16.6
Bennie Logan,7848,DI,TEN,15,5,0,,0,0,31,63.9,59.3,58.2,52.3,62.6,73.3,0,5,0,,7.1,1,0,1,0,0,0,0,0,2,230,229,94,125,0,10,0,1,108,120,0,6,8,0,5,0,0,0,
Tyrann Mathieu,7850,S,HST,17,9,0,70,0,0,13,70.6,75.3,84.9,67.1,84.8,69.8,1,2,2,83,11,11,4,4,112.4,49,3,419,17,703,1114,25,0,0,25,0,301,1089,32,379,352,30,80,70,6,6,594,272,12.1
Blidi Wreh-Wilson,7851,CB,ATL,3,0,0,25,0,0,2,90.1,90.1,72.6,,61.8,76.6,0,0,0,11,0,0,2,0,39.6,1,0,15,3,28,30,0,0,0,0,0,0,30,0,2,12,0,2,4,0,0,11,7,11
T.J. McDonald,7852,S,MIA,14,14,0,75,0,0,17,66.7,70.6,67,68.9,74.7,58.9,0,4,3,49,13.7,13,0,2,101,27,0,263,24,531,952,93,0,0,93,0,479,859,15,406,93,21,68,36,4,3,375,201,13.9
J.J. Wilcox,7861,S,IND,8,1,0,57.1,0,0,14,61.9,60.5,0,53.7,69.9,69,0,0,0,30,0,0,1,1,78.3,4,0,41,4,93,138,8,0,0,8,0,70,130,14,31,15,4,10,7,0,0,48,24,12
Damontre Moore,7862,ED,OAK,2,0,0,,0,0,23,62.5,61.3,80.4,58.5,60.4,69.6,1,1,0,,0,0,0,0,0,0,0,0,0,3,46,46,0,0,46,0,0,0,37,6,0,0,1,0,2,0,0,0,
John Jenkins,7863,DI,NYG,7,0,0,,0,0,21,,55.1,79.5,56.3,55,,1,2,0,,,0,0,0,0,0,0,0,0,0,57,57,29,27,0,1,0,0,27,30,0,0,0,0,3,0,0,0,
Logan Ryan,7864,CB,TEN,14,14,0,69.2,2,0,31,70.1,71.6,85.9,89.3,58.2,81.3,1,3,0,75,7.4,5,6,5,112.2,36,4,124,167,508,855,18,0,0,18,0,8,837,32,315,538,21,49,52,8,3,414,179,11.5
Shawn Williams,7865,S,CIN,16,14,0,78.6,0,1,7,78.7,71.6,4.3,60.5,63.8,66.1,1,2,5,72,13.5,17,2,5,112,33,1,424,35,543,995,27,0,0,27,0,395,968,23,429,114,27,95,42,4,6,457,169,13.8
Kayvon Webster,7871,CB,HST,2,0,0,0,0,0,13,76,81.9,70.5,,68.7,73.3,0,0,0,,0,0,0,0,39.6,0,0,2,8,6,10,0,0,0,0,0,0,10,0,4,0,1,1,1,0,0,0,0,
Duron Harmon,7872,S,NE,19,4,0,68.4,0,1,19,69.3,68.8,55.9,72.8,62,80.8,1,2,4,75,7.1,3,2,2,111.1,13,0,123,5,492,696,14,0,0,14,0,527,682,19,185,27,2,35,19,3,3,237,55,18.2
Brandon Williams,7875,DI,BLT,17,8,1,,0,0,3,57,73.8,53.5,61.5,78.6,64.1,1,12,0,,5.1,2,0,3,0,0,1,3,0,3,564,560,190,365,0,5,0,4,293,268,0,21,29,0,14,0,0,0,
Akeem Spence,7882,DI,MIA,16,12,0,,0,0,17,59.8,52.2,53.2,60.1,49.4,38.3,7,23,0,,13.3,6,0,3,0,0,2,1,0,4,665,664,35,401,20,208,0,1,369,292,0,19,27,0,32,0,0,0,
Alex Okafor,7885,ED,NO,18,11,1,0,0,0,20,71.3,69,91.5,60.5,67.3,59.1,10,27,0,,10,4,0,0,39.6,0,5,6,1,38,732,722,0,24,649,49,0,10,471,223,0,21,25,1,42,0,0,0,
Shamarko Thomas,7893,S,DEN,2,1,0,100,0,0,10,56.6,56.3,76,,60,77.2,0,0,0,4,0,0,0,0,122.9,1,0,1,0,17,19,0,0,0,0,0,16,19,0,2,2,0,0,1,0,1,4,0,4
B.W. Webb,7896,CB,NYG,16,4,0,59.1,1,1,21,60.4,61.3,47.2,68.6,65.2,75.5,1,2,1,55,6.8,4,4,10,83.5,39,1,83,632,618,1004,19,0,0,19,0,3,985,16,370,266,15,51,66,4,1,530,159,13.6
Gerald Hodges,7902,LB,ARZ,12,10,0,88,1,0,1,47.4,56,32.7,51.9,69.9,61.5,1,3,0,16,13.1,8,0,2,93.8,22,0,333,2,171,356,8,0,0,8,0,1,348,16,169,12,16,43,25,4,0,163,111,7.4
William Gholston,7908,DI,TB,16,3,0,,0,0,30,59.6,30.4,13.2,47.6,32.4,60.1,5,13,0,,9.1,1,0,5,0,0,1,3,0,4,402,399,39,209,110,41,0,3,250,148,0,5,7,0,19,0,0,0,
John Simon,7911,ED,NE,14,5,1,100,0,0,19,53.4,67.1,85.1,60,77.7,81,1,13,0,20,0,0,0,0,109.7,3,3,23,0,30,268,240,0,0,239,1,0,28,168,70,5,12,11,3,17,0,31,15,10.3
Steven Means,7929,ED,ATL,8,3,0,,0,0,2,,73.4,47.9,59.2,82.5,76.6,0,5,0,,0,0,0,1,0,0,1,0,0,0,162,162,0,30,76,56,0,0,92,70,0,11,11,0,6,0,0,0,
A.J. Klein,7930,LB,NO,18,16,0,77.8,0,0,20,70.8,69.9,88.7,59,64.9,64.1,2,7,1,23,12.8,10,1,0,84,21,2,556,2,375,734,137,0,0,137,0,8,597,73,286,30,30,52,27,11,0,212,101,10.1
Micah Hyde,7941,S,BUF,15,5,0,66.7,0,0,4,88.6,84.1,88.4,46.1,68.6,60.1,0,0,2,29,14.9,10,3,1,94.3,20,0,201,14,493,882,23,0,0,23,0,523,859,14,375,120,19,52,30,0,6,179,58,9
Stacy McGee,7987,DI,WAS,8,1,0,,0,0,32,60,58.6,81.2,51,62.4,73.3,0,1,0,,0,0,0,0,0,0,1,1,0,0,137,136,7,53,3,73,0,1,63,74,0,7,7,0,2,0,0,0,
Vince Williams,7988,LB,PIT,14,11,0,70.5,0,0,25,55.3,65,86.6,80.3,61.9,74.1,6,8,1,31,8.3,6,1,0,97.5,31,5,584,17,349,744,80,0,0,80,0,0,664,119,276,63,33,55,44,19,2,328,231,10.6
Jordan Poyer,8000,S,BUF,16,15,1,70.4,0,1,4,70.9,68.4,85.8,69.2,59.1,62.2,1,2,4,25,15.2,16,0,0,83.8,19,2,400,13,545,1010,53,0,0,53,0,468,957,34,431,75,23,74,27,5,2,246,107,12.9
Nick Williams,8006,DI,CHI,2,0,0,,0,0,6,,50.1,77.7,53.9,50.9,,0,2,0,,,0,0,0,0,0,0,0,0,0,44,44,5,38,0,1,0,0,32,12,0,0,0,0,2,0,0,0,
Kemal Ishmael,8026,S,ATL,10,2,0,83.3,0,0,2,39.6,46.8,75.2,,60.4,72.2,0,0,0,18,9.1,1,1,0,143.1,5,0,62,0,24,64,0,0,0,0,0,0,64,0,40,2,3,8,6,0,1,53,32,10.6
Marcus Cooper,8035,CB,DET,4,0,0,66.7,0,1,11,90.3,90,76.8,,61.2,72.5,0,0,0,8,0,0,0,0,109.7,2,0,0,32,29,39,0,0,0,0,0,0,39,0,10,7,1,1,3,0,1,8,5,4
Damion Square,8042,DI,LAC,18,11,3,,1,0,27,77.8,50,43.4,52.1,51.9,59.8,3,9,0,,12.5,5,0,4,0,0,4,0,0,1,602,602,244,129,121,108,0,0,324,277,0,21,24,0,16,0,0,0,
Daren Bates,8077,LB,TEN,9,1,0,100,0,0,31,44.4,48.2,95.6,49.9,71.4,51.4,0,0,0,24,14.3,1,0,0,117.7,4,0,33,1,26,43,4,0,0,4,0,2,39,6,11,0,3,5,4,0,0,49,40,12.3
Ezekiel Ansah,8094,ED,DET,7,4,0,,1,0,11,62.2,74.5,12.5,74.6,69.6,54.5,3,13,0,,18.2,2,0,2,0,0,4,1,1,0,146,142,0,16,106,20,0,4,110,36,2,9,5,0,20,0,0,0,
Rontez Miles,8102,S,NYJ,5,0,0,100,0,0,22,65.3,72.3,78,60,75.9,67.2,0,0,0,8,0,0,0,0,100,1,0,8,1,48,88,4,0,0,4,0,68,84,1,39,6,0,8,1,0,0,8,2,8
A.J. Bouye,8110,CB,JAX,13,4,0,67.2,1,0,15,79.3,75.7,38.8,,58.5,63.1,0,0,1,35,8.6,5,6,5,79.7,41,0,55,699,512,827,8,0,0,8,0,25,819,0,315,40,13,49,61,0,0,417,108,10.2
Jahleel Addae,8117,S,LAC,18,23,0,79.3,0,0,27,58.3,60.5,49.7,84.1,63.3,70.2,0,3,1,82,10.6,11,1,4,114.9,23,1,236,1,728,1151,26,0,0,26,0,806,1125,8,415,82,15,70,29,4,1,356,177,15.5
Josh Martin,8138,ED,NYJ,1,1,0,,0,0,22,61.8,66.5,73.9,53,70.6,69.9,0,0,0,,0,0,0,0,0,0,0,0,0,5,19,19,0,0,19,0,0,0,7,7,0,0,0,0,0,0,0,0,
Lerentee McCray,8159,ED,JAX,12,0,0,100,0,0,15,54.9,64.9,84.1,74.7,48.9,26.5,1,10,0,42,0,0,0,0,118.8,1,1,0,0,2,100,100,0,0,100,0,0,0,73,25,0,2,1,1,12,0,42,36,42
Abry Jones,8177,DI,JAX,15,9,1,,0,0,15,67.3,68.6,73.2,56,68.4,63.1,1,13,0,,5.4,2,0,1,0,0,1,1,0,1,498,497,100,372,1,24,0,1,254,243,0,25,26,0,15,0,0,0,
Benson Mayowa,8196,ED,ARZ,15,8,4,0,1,1,1,68.6,72.8,68.3,67.6,64.5,57.8,7,18,0,,10.3,4,0,2,39.6,0,4,4,0,21,550,546,0,3,525,18,0,4,292,237,0,27,27,1,29,0,0,0,
Bradley McDougald,8220,S,SEA,17,11,0,81.5,0,3,29,76.4,74.7,85.5,48.4,70.1,86,0,1,3,54,5.9,6,5,1,106.5,53,0,365,43,590,947,86,0,0,86,0,317,861,16,341,136,27,84,65,1,5,522,325,9.8
Russell Shepard,8254,WR,NYG,1,0,0,,0,0,21,,60,60,60,,,0,0,0,,,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
Ray-Ray Armstrong,8271,LB,CLV,8,1,1,92.9,2,0,8,47.2,49.7,0,82,60.7,64.1,0,1,0,23,10,2,0,2,133.9,13,0,182,5,130,214,8,0,0,8,0,1,206,7,77,16,10,17,14,1,1,146,110,11.2
Benny Cunningham,8283,HB,CHI,1,0,0,100,0,0,6,60,60,60,,,29.7,0,0,0,7,0,0,0,0,95.8,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,7,7,7
Adam Thielen,8288,WR,MIN,1,0,0,,0,0,18,60.7,70.2,60,,,,0,0,0,,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
Will Compton,8308,LB,TEN,7,3,0,33.3,0,0,31,85.3,76.9,78.4,51.3,60.5,62,0,0,0,7,14.3,1,1,0,42.4,1,0,73,0,35,80,3,0,0,3,0,0,77,8,37,3,1,3,3,0,0,7,4,7
Rashaan Melvin,8334,CB,OAK,14,1,1,58.8,1,0,23,56.3,60.5,54,88.8,73,76.9,1,0,1,89,6.3,4,5,4,101.6,40,0,43,539,353,604,8,0,0,8,0,0,596,4,247,14,16,58,68,1,4,604,218,15.1
Tony Jefferson,8361,S,BLT,15,14,0,76,0,1,3,70.3,71.2,43,60.8,74.2,68.7,2,3,1,48,12.2,11,3,5,115.8,38,1,263,38,571,930,54,0,0,54,0,440,876,32,327,135,30,65,50,6,3,465,179,12.2
Brandon Copeland,8378,ED,NYJ,16,11,1,60,0,0,22,87.8,67.4,74.6,56.2,67.3,57.8,8,25,0,7,14.7,5,1,1,64.6,3,5,12,0,54,611,586,0,3,580,3,0,25,357,200,13,18,18,5,38,0,13,9,4.3
Jeff Heath,8396,S,DAL,18,7,0,75,0,1,9,59.1,56.4,89.8,51.3,48.9,30,0,3,1,51,20.2,21,5,1,101.6,42,0,313,24,680,1127,132,0,0,132,0,502,995,6,441,155,25,76,56,3,2,437,248,10.4
Chris Banjo,8419,S,NO,8,1,1,25,0,0,20,50.2,49.4,75.4,69.7,59,52.5,0,0,2,17,0,0,0,0,5.2,1,0,10,0,38,54,0,0,0,0,0,37,54,2,14,5,0,4,4,0,0,17,18,17
Cody Davis,8458,S,JAX,1,0,0,,0,0,15,60.8,46.9,69,,52.4,23.8,0,0,0,,100,1,0,0,0,0,0,1,0,3,10,0,0,0,0,0,9,10,0,7,0,0,0,0,0,0,0,0,
Jordan Dangerfield,8468,S,PIT,7,3,0,,0,0,25,72.7,75.8,75.2,,65.3,58.9,0,0,0,,12.5,1,0,0,0,0,0,20,0,37,75,0,0,0,0,0,55,75,0,38,0,2,4,0,0,0,0,0,
Brynden Trawick,8471,S,TEN,3,0,0,,0,0,31,60,77.9,60.2,60,60,,1,0,0,,,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0,
Nickell Robey-Coleman,8483,CB,LA,19,7,0,59.2,1,0,26,80.8,79.8,55.4,59.1,70.3,66.7,0,0,1,44,13,6,6,4,84.5,42,0,31,27,496,673,3,0,0,3,0,5,670,1,176,607,13,33,71,0,4,344,210,8.2
Wes Horton,8484,ED,CAR,16,3,0,,0,0,5,60.4,42.5,36.3,47.5,49.2,30.1,0,19,0,,25,6,0,4,0,0,2,1,0,4,471,470,0,22,401,47,0,1,268,199,0,10,15,0,21,0,0,0,
LaRoy Reynolds,8500,LB,PHI,9,0,0,100,0,0,24,60,33.2,70.3,56.6,62.7,71.4,0,0,0,1,0,0,0,0,118.8,1,0,5,0,1,12,4,0,0,4,0,0,8,3,8,0,1,1,1,0,1,1,0,1
Deon Lacey,8512,LB,BUF,2,0,0,,0,0,4,67.7,72.7,73.6,,63.7,71.4,0,0,0,,0,0,0,0,0,0,0,14,0,9,14,0,0,0,0,0,0,14,0,5,0,0,1,0,0,0,0,0,
Demetrius Harris,8524,TE,KC,1,0,0,,1,0,16,,60.1,60,,60,,0,0,0,,,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
Jadeveon Clowney,8636,ED,HST,16,4,0,0,1,1,13,87.2,87.2,0,78.8,90.8,61.2,12,42,0,,12.2,6,0,15,39.6,0,9,113,0,31,967,853,2,6,824,21,0,114,613,323,1,41,39,1,63,0,0,0,
Khalil Mack,8640,ED,CHI,15,4,1,100,0,6,6,73.9,90.8,81.1,86.4,87.5,51.6,9,51,1,29,23.9,11,0,2,72.2,6,13,1,0,69,818,799,0,0,793,6,0,19,505,244,18,34,31,6,73,0,65,40,10.8
Mike Evans,8642,WR,TB,2,0,0,0,1,0,30,80.3,85.6,65.6,,,,0,0,0,,,0,1,5,39.6,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,
Anthony Barr,8644,LB,MIN,13,7,2,73.3,0,1,18,60.6,70.9,42.8,79.7,72.8,81.1,1,19,0,70,7.1,4,0,2,125.3,22,3,646,0,374,810,99,0,0,99,0,10,711,103,333,54,20,45,30,23,3,207,167,9.4
Aaron Donald,8648,DI,LA,19,8,0,,1,4,26,,94.8,59.1,93.6,92.4,56,24,68,0,,10,5,0,4,0,0,21,4,0,0,1104,1100,14,650,8,428,0,4,703,401,0,56,37,0,113,0,0,0,
Kyle Fuller,8649,CB,CHI,17,9,0,61.1,1,0,6,82.3,81.4,88.1,58.6,65.8,71.5,0,0,7,43,9.4,6,13,3,69.2,69,0,54,1015,745,1081,4,0,0,4,0,3,1077,1,335,5,10,49,113,0,4,819,264,11.9
C.J. Mosley,8652,LB,BLT,16,27,1,73.3,0,0,3,66.5,73.6,88.5,57.3,80.1,78.2,1,14,1,48,5.9,7,3,0,95.7,44,1,869,0,452,943,54,0,0,54,0,3,889,172,319,17,46,85,60,16,2,408,190,9.3
Ha Ha Clinton-Dix,8656,S,WAS,16,14,0,70.8,0,2,32,82,79.1,88.3,61.2,69.4,82.1,1,1,3,20,7.9,8,3,0,76.2,17,1,222,16,583,1025,23,0,1,22,0,700,1002,20,422,64,9,79,24,3,2,155,103,9.1
Dee Ford,8658,ED,KC,18,8,0,83.3,0,7,16,57.8,87.6,40.6,91.1,67.3,67.9,19,49,0,46,13.6,6,0,7,138.2,10,16,15,1,107,1143,1113,0,0,1111,2,0,30,626,410,14,36,30,12,84,1,126,89,12.6
Darqueze Dennard,8659,CB,CIN,13,8,0,75,0,2,7,60.7,68.6,85.1,57.3,90.5,83.7,0,3,0,49,5.6,4,3,1,106.5,48,0,63,100,421,675,7,0,0,7,0,7,668,10,244,498,23,59,64,3,1,564,224,11.8
Marcus Smith,8661,ED,WAS,2,0,0,,0,0,32,,60.5,72.4,60,60.1,,0,0,0,,,0,0,0,0,0,0,0,0,0,9,9,0,0,9,0,0,0,1,8,0,0,0,0,0,0,0,0,
Deone Bucannon,8662,LB,ARZ,13,9,0,71.4,0,0,1,43,45.3,39.6,67.2,51.4,68.9,1,5,0,52,10.5,4,0,2,120.5,15,1,337,5,152,389,26,0,0,26,0,0,363,29,208,21,10,25,21,7,1,217,163,14.5
Dominique Easley,8664,ED,LA,3,0,0,,0,0,26,,70.2,79.2,61.1,71.5,73.8,0,2,0,,0,0,0,0,0,0,0,0,0,0,60,60,0,0,52,8,0,0,34,26,0,2,4,0,2,0,0,0,
Jimmie Ward,8665,S,SF,9,4,0,63.6,0,0,28,51.3,55.2,84.2,48,75.7,90.3,0,0,0,60,3.6,1,0,0,139.6,14,0,29,170,253,388,2,0,0,2,0,166,386,5,130,21,3,23,22,0,4,237,66,16.9
Bradley Roby,8666,CB,DEN,15,4,0,65.1,3,2,10,58.6,59.9,66.4,,65.2,54.6,0,0,1,97,13.3,8,9,5,115.9,54,0,44,752,591,926,0,0,0,0,0,0,926,0,335,130,13,48,83,0,6,807,317,14.9
Demarcus Lawrence,8669,ED,DAL,18,7,1,,0,3,9,66.7,88,37.4,82.7,81.7,55,12,41,1,,16.9,11,0,7,0,0,13,3,0,18,848,844,0,3,819,22,0,4,536,294,0,49,47,0,66,0,0,0,
Kyle Van Noy,8675,LB,NE,19,15,1,83.9,1,2,19,67.3,70.4,81.6,67.2,66,62.3,9,31,1,33,12.7,14,1,1,101,47,7,514,10,439,1128,563,0,0,563,0,6,565,342,347,34,45,81,56,47,1,482,345,10.3
Lamarcus Joyner,8676,S,LA,18,12,0,69.2,0,0,26,70.9,73.1,66.6,85.2,74.8,89.9,0,1,1,43,5.4,5,1,3,107.5,18,1,179,12,684,1100,18,0,0,18,0,848,1082,10,406,43,20,76,26,2,2,238,87,13.2
Stephon Tuitt,8681,DI,PIT,14,11,4,100,0,0,25,60.1,81.9,68.1,68.5,86.4,80,14,21,0,8,0,0,0,3,100,1,6,3,0,1,694,691,9,426,49,207,0,3,479,214,0,23,24,1,41,0,8,6,8
Trent Murphy,8682,ED,BUF,13,8,0,60,0,2,4,77.2,57.4,62,60.4,48,35.4,4,12,0,9,30.4,7,0,2,67.1,3,5,4,0,18,441,435,0,1,421,13,0,6,252,171,1,7,8,5,21,0,18,21,6
Timmy Jernigan,8683,DI,PHI,5,1,0,,1,0,24,,49.8,0,58,63.5,44.5,1,1,0,,20,1,0,3,0,0,2,0,0,0,100,100,4,85,0,11,0,0,66,34,0,5,3,0,4,0,0,0,
Jeremiah Attaochu,8685,ED,NYJ,10,2,0,,2,1,22,63.9,67.8,18.5,69.5,66,54.7,4,6,0,,11.1,1,0,2,0,0,2,1,0,6,171,169,0,1,163,5,0,2,104,61,1,6,6,0,12,0,0,0,
Kony Ealy,8695,ED,OAK,3,1,0,,0,0,23,,57.8,81.2,47.1,67.1,23.8,0,3,0,,75,3,0,0,0,0,0,0,0,0,54,54,0,0,52,2,0,0,31,23,0,0,0,0,3,0,0,0,
Christian Kirksey,8706,LB,CLV,7,4,0,77.8,0,0,8,49.2,44.7,84.3,49.2,45.2,43.8,1,3,2,50,20,9,2,2,105.1,28,0,348,15,242,474,53,0,0,53,0,0,421,56,176,58,13,32,36,4,2,372,281,13.3
Preston Brown,8708,LB,CIN,7,5,0,75.8,0,0,7,57,53.6,82.9,49.4,52.6,78.4,0,2,2,20,7,3,1,0,83.3,25,0,336,0,195,375,7,0,0,7,0,0,368,10,170,32,16,35,33,2,1,263,174,10.5
Jay Bromley,8709,DI,NO,2,4,0,,0,0,20,59.4,48.4,0,62.4,56.9,40.7,0,1,0,,16.7,1,0,1,0,0,0,0,0,1,27,27,3,24,0,0,0,0,13,13,0,1,1,0,1,0,0,0,
Terrence Brooks,8714,S,NYJ,3,1,0,,0,0,22,81.4,72.1,0,60,38.2,56.1,0,0,0,,16.7,1,1,1,0,0,0,8,0,47,70,0,0,0,0,0,57,70,1,22,4,1,4,0,0,0,0,0,
Dexter McDougle,8715,CB,PHI,2,2,0,77.8,0,0,24,54.2,56.4,78.6,68.3,63.1,33.6,1,0,0,24,25,2,0,0,106.5,7,0,1,0,87,106,1,0,0,1,0,3,105,4,15,101,0,4,9,1,0,86,41,12.3
Kareem Martin,8719,ED,NYG,16,10,2,100,0,0,21,55.4,61,89.9,58,60.9,31.6,9,13,0,31,18.6,8,0,0,116.7,6,2,11,1,46,610,592,7,31,532,22,0,18,298,266,6,22,25,6,24,0,72,43,12
Phillip Gaines,8722,CB,CLV,9,3,0,63.6,0,0,8,56.8,67.3,85.4,67.9,91.1,82.6,0,1,0,29,2.9,1,1,3,101.2,21,0,29,327,228,408,17,0,0,17,0,1,391,3,177,34,9,31,33,1,1,285,50,13.6
Will Clarke,8723,ED,TB,3,0,0,,0,0,30,,44.8,76.4,57.8,44.9,,0,1,0,,,0,0,0,0,0,0,0,0,0,18,18,0,3,14,1,0,0,11,7,0,0,0,0,1,0,0,0,
Bashaud Breeland,8737,CB,GB,7,2,0,59.4,0,0,12,57.2,58.5,30.7,57.2,67.6,56.3,0,3,2,41,16.7,4,3,5,59.8,19,0,45,89,182,330,3,0,0,3,0,6,327,11,137,187,6,18,32,3,0,263,123,13.8
Justin Ellis,8742,DI,OAK,6,5,0,,1,0,23,,47.6,42.9,52.4,51.5,72.9,0,0,0,,0,0,0,2,0,0,0,0,0,0,133,133,91,41,0,1,0,0,64,69,0,4,4,0,0,0,0,0,
Cassius Marsh,8743,ED,SF,16,5,0,70,0,1,28,52.6,58.1,41.7,62.3,58.9,41.5,8,24,0,14,16.7,6,0,4,77.9,7,7,4,0,49,550,545,0,0,543,2,0,5,370,131,1,25,25,10,39,0,42,34,6
DaQuan Jones,8747,DI,TEN,16,6,1,,1,0,31,42.6,63.3,53,60,66.9,49.6,5,9,0,,8.3,3,0,3,0,0,0,4,0,4,587,582,149,247,78,108,0,5,290,293,0,21,27,0,14,0,0,0,
Aaron Colvin,8749,CB,HST,8,4,0,78.8,2,0,13,53.3,52.2,82.1,52.3,47.6,64.3,0,0,0,23,12.5,4,1,4,117.3,26,0,32,84,226,317,0,0,0,0,0,2,317,6,85,199,7,24,33,0,2,241,117,9.3
Anthony Hitchens,8754,LB,KC,17,29,0,88.7,1,1,16,51,37.5,67.9,58.4,29.2,71.7,2,8,0,36,8.8,13,0,4,122.9,63,0,1012,12,591,1078,17,0,0,17,0,7,1061,64,423,30,45,106,71,10,4,638,424,10.1
Walt Aikens,8760,S,MIA,8,1,0,100,0,0,17,55.7,54,76.3,,54.6,27.5,0,0,1,37,50,2,0,0,118.8,2,0,2,5,21,34,3,0,0,3,0,11,31,0,13,12,0,1,2,0,1,49,12,24.5
Pierre Desir,8762,CB,IND,17,17,0,57.8,1,2,14,73.9,77.7,71.2,59.5,90.3,90.3,0,0,1,74,2.3,2,10,2,84.8,48,0,32,950,681,1055,58,0,0,58,0,0,997,1,373,15,17,68,83,0,2,627,211,13.1
Tre Boston,8763,S,ARZ,14,12,0,60,0,1,1,78.2,74.1,24,68.9,66.7,69.5,2,2,3,22,13.3,12,7,4,61,18,0,194,11,521,950,52,0,0,52,0,594,898,19,410,99,15,66,30,4,2,189,80,10.5
Dontae Johnson,8764,CB,ARZ,1,0,0,,0,0,1,50.3,47.9,72.8,,52.5,26.6,0,0,0,,100,1,0,0,0,0,0,6,10,6,21,2,0,0,2,0,0,19,0,15,3,0,0,0,0,0,0,0,
Kevin Pierre-Louis,8767,LB,NYJ,5,2,0,80,0,1,22,62.6,72,73.1,76.3,63.8,38,1,1,0,19,28.6,2,1,0,93.3,4,1,28,0,24,36,2,0,0,2,0,0,34,8,4,5,2,3,5,3,0,32,11,8
Nevin Lawson,8768,CB,DET,15,7,0,62.5,0,0,11,54.7,60.6,20.6,66.1,88.8,84.9,0,0,0,37,3.9,2,3,9,110.2,45,1,70,402,512,877,9,0,0,9,0,7,868,5,360,389,16,42,72,1,5,568,196,12.6
Brent Urban,8769,DI,BLT,17,6,2,100,0,0,3,55.6,70.8,87.2,55.7,79.7,62.9,0,22,0,12,7.1,2,0,0,116.7,1,1,0,0,5,562,561,27,358,32,144,0,1,345,212,0,15,20,1,23,0,12,7,12
Telvin Smith Sr.,8779,LB,JAX,16,24,0,76.3,0,1,15,65.2,63.7,26.6,68.4,61.7,47.9,1,10,2,53,13.9,21,1,3,98.5,61,1,881,22,575,1020,38,0,0,38,0,9,982,47,398,70,50,106,80,12,3,591,431,9.7
Ricardo Allen,8782,S,ATL,3,2,0,61.5,0,0,2,80.2,77.5,81.4,56.8,54.3,66.5,0,0,1,18,11.1,2,2,0,40.9,8,0,56,5,135,205,14,0,0,14,0,102,191,2,68,28,2,14,13,0,0,61,30,7.6
Bene Benwikere,8783,CB,OAK,12,7,0,69.6,0,1,23,55.4,61.4,86,69,74,63.2,0,0,1,32,11.5,7,2,3,94,39,1,73,366,324,592,31,0,0,31,0,43,561,11,257,79,13,47,56,1,2,395,176,10.1
